rank,vehicle_id,query_views_fused,query_img,gallery_imgs,similarity
12,0477,12,0477_c012_00019305_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9954
13,0477,13,0477_c013_00019320_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9958
14,0477,14,0477_c014_00018055_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9961
15,0477,15,0477_c015_00018040_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9963
16,0477,16,0477_c016_00017835_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9962
17,0477,17,0477_c019_00018545_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9961
1,0480,1,0480_c001_00022180_0.jpg,0480_c001_00074605_0.jpg|0480_c013_00020385_0.jpg|0480_c001_00074605_0.jpg|0480_c001_00074605_0.jpg,0.9906
2,0480,2,0480_c012_00020345_0.jpg,0480_c001_00074605_0.jpg|0480_c013_00020385_0.jpg|0480_c001_00074605_0.jpg|0480_c001_00074605_0.jpg,0.9875
3,0480,3,0480_c013_00020385_0.jpg,0480_c001_00074605_0.jpg|0480_c013_00020385_0.jpg|0480_c001_00074605_0.jpg|0480_c001_00074605_0.jpg,0.9930
4,0480,4,0480_c014_00018625_0.jpg,0480_c001_00074605_0.jpg|0480_c013_00020385_0.jpg|0480_c001_00074605_0.jpg|0480_c001_00074605_0.jpg,0.9927
5,0480,5,0480_c015_00018640_0.jpg,0480_c001_00074605_0.jpg|0480_c013_00020385_0.jpg|0480_c001_00074605_0.jpg|0480_c001_00074605_0.jpg,0.9938
6,0480,6,0480_c016_00018315_0.jpg,0480_c001_00074605_0.jpg|0480_c013_00020385_0.jpg|0480_c001_00074605_0.jpg|0480_c001_00074605_0.jpg,0.9932
7,0480,7,0480_c017_00019710_0.jpg,0480_c001_00074605_0.jpg|0480_c013_00020385_0.jpg|0480_c001_00074605_0.jpg|0480_c001_00074605_0.jpg,0.9930
8,0480,8,0480_c019_00019365_0.jpg,0480_c001_00074605_0.jpg|0480_c013_00020385_0.jpg|0480_c001_00074605_0.jpg|0480_c001_00074605_0.jpg,0.9935
1,0485,1,0485_c003_00050580_1.jpg,0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg,0.9999
2,0485,2,0485_c004_00050570_0.jpg,0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg,0.9968
3,0485,3,0485_c005_00051180_1.jpg,0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg,0.9936
4,0485,4,0485_c008_00050780_0.jpg,0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg,0.9896
5,0485,5,0485_c009_00050760_0.jpg,0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg,0.9880
6,0485,6,0485_c010_00050170_0.jpg,0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg|0485_c003_00050580_1.jpg,0.9889
1,0486,1,0486_c002_00038210_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9987
2,0486,2,0486_c003_00039780_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9980
3,0486,3,0486_c004_00039780_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9977
4,0486,4,0486_c005_00040620_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9960
5,0486,5,0486_c006_00038990_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9955
6,0486,6,0486_c007_00040755_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9947
7,0486,7,0486_c008_00040095_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9934
8,0486,8,0486_c009_00040075_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9922
9,0486,9,0486_c010_00039135_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9933
10,0486,10,0486_c011_00038910_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9930
11,0486,11,0486_c014_00074890_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9923
12,0486,12,0486_c015_00075090_1.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9924
13,0486,13,0486_c016_00074625_0.jpg,0486_c003_00039770_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg|0486_c002_00038210_0.jpg,0.9913
1,0494,1,0494_c002_00022665_0.jpg,0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg,0.9838
2,0494,2,0494_c003_00021505_1.jpg,0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg,0.9930
3,0494,3,0494_c004_00021435_1.jpg,0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg,0.9907
4,0494,4,0494_c006_00022070_0.jpg,0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg,0.9887
5,0494,5,0494_c010_00022045_0.jpg,0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg,0.9902
6,0494,6,0494_c011_00022030_1.jpg,0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg|0494_c003_00021550_0.jpg,0.9884
1,0507,1,0507_c002_00051790_0.jpg,0507_c002_00051780_0.jpg|0507_c004_00055810_0.jpg|0507_c002_00051780_0.jpg|0507_c002_00051780_0.jpg,0.9918
2,0507,2,0507_c003_00055800_0.jpg,0507_c002_00051780_0.jpg|0507_c004_00055810_0.jpg|0507_c002_00051780_0.jpg|0507_c002_00051780_0.jpg,0.9936
3,0507,3,0507_c004_00055800_0.jpg,0507_c002_00051780_0.jpg|0507_c004_00055810_0.jpg|0507_c002_00051780_0.jpg|0507_c002_00051780_0.jpg,0.9966
4,0507,4,0507_c006_00055085_0.jpg,0507_c002_00051780_0.jpg|0507_c004_00055810_0.jpg|0507_c002_00051780_0.jpg|0507_c002_00051780_0.jpg,0.9960
5,0507,5,0507_c008_00056090_0.jpg,0507_c002_00051780_0.jpg|0507_c004_00055810_0.jpg|0507_c002_00051780_0.jpg|0507_c002_00051780_0.jpg,0.9961
6,0507,6,0507_c009_00056020_0.jpg,0507_c002_00051780_0.jpg|0507_c004_00055810_0.jpg|0507_c002_00051780_0.jpg|0507_c002_00051780_0.jpg,0.9959
7,0507,7,0507_c010_00055220_0.jpg,0507_c002_00051780_0.jpg|0507_c004_00055810_0.jpg|0507_c002_00051780_0.jpg|0507_c002_00051780_0.jpg,0.9957
8,0507,8,0507_c011_00055080_0.jpg,0507_c002_00051780_0.jpg|0507_c004_00055810_0.jpg|0507_c002_00051780_0.jpg|0507_c002_00051780_0.jpg,0.9952
1,0510,1,0510_c002_00031940_1.jpg,0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg,0.9838
2,0510,2,0510_c003_00030245_0.jpg,0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg,0.9810
3,0510,3,0510_c004_00030145_0.jpg,0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg,0.9914
4,0510,4,0510_c006_00031090_1.jpg,0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg,0.9913
5,0510,5,0510_c008_00029985_0.jpg,0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg,0.9883
6,0510,6,0510_c009_00030045_0.jpg,0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg,0.9855
7,0510,7,0510_c010_00030855_1.jpg,0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg,0.9825
8,0510,8,0510_c011_00031060_0.jpg,0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg|0510_c004_00030140_0.jpg,0.9848
1,0515,1,0515_c014_00056685_0.jpg,0515_c016_00057000_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg,0.9980
2,0515,2,0515_c015_00054210_0.jpg,0515_c016_00057000_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg,0.9899
3,0515,3,0515_c016_00056980_0.jpg,0515_c016_00057000_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg,0.9934
4,0515,4,0515_c017_00055325_0.jpg,0515_c016_00057000_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg,0.9891
5,0515,5,0515_c019_00055070_0.jpg,0515_c016_00057000_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg|0515_c014_00056685_0.jpg,0.9874
1,0518,1,0518_c014_00044550_0.jpg,0518_c018_00046755_0.jpg|0518_c018_00046755_0.jpg|0518_c018_00046960_0.jpg|0518_c018_00046755_0.jpg,0.9828
2,0518,2,0518_c015_00044535_0.jpg,0518_c018_00046755_0.jpg|0518_c018_00046755_0.jpg|0518_c018_00046960_0.jpg|0518_c018_00046755_0.jpg,0.9830
3,0518,3,0518_c016_00044315_0.jpg,0518_c018_00046755_0.jpg|0518_c018_00046755_0.jpg|0518_c018_00046960_0.jpg|0518_c018_00046755_0.jpg,0.9823
4,0518,4,0518_c017_00046080_0.jpg,0518_c018_00046755_0.jpg|0518_c018_00046755_0.jpg|0518_c018_00046960_0.jpg|0518_c018_00046755_0.jpg,0.9790
5,0518,5,0518_c018_00046755_0.jpg,0518_c018_00046755_0.jpg|0518_c018_00046755_0.jpg|0518_c018_00046960_0.jpg|0518_c018_00046755_0.jpg,0.9858
6,0518,6,0518_c019_00045545_0.jpg,0518_c018_00046755_0.jpg|0518_c018_00046755_0.jpg|0518_c018_00046960_0.jpg|0518_c018_00046755_0.jpg,0.9854
1,0522,1,0522_c002_00037025_0.jpg,0522_c002_00037015_0.jpg|0522_c003_00039620_1.jpg|0522_c002_00037015_0.jpg|0522_c002_00037015_0.jpg,0.9959
2,0522,2,0522_c003_00039630_1.jpg,0522_c002_00037015_0.jpg|0522_c003_00039620_1.jpg|0522_c002_00037015_0.jpg|0522_c002_00037015_0.jpg,0.9971
3,0522,3,0522_c004_00039575_1.jpg,0522_c002_00037015_0.jpg|0522_c003_00039620_1.jpg|0522_c002_00037015_0.jpg|0522_c002_00037015_0.jpg,0.9978
4,0522,4,0522_c006_00038790_0.jpg,0522_c002_00037015_0.jpg|0522_c003_00039620_1.jpg|0522_c002_00037015_0.jpg|0522_c002_00037015_0.jpg,0.9958
5,0522,5,0522_c010_00039000_0.jpg,0522_c002_00037015_0.jpg|0522_c003_00039620_1.jpg|0522_c002_00037015_0.jpg|0522_c002_00037015_0.jpg,0.9943
6,0522,6,0522_c011_00038715_0.jpg,0522_c002_00037015_0.jpg|0522_c003_00039620_1.jpg|0522_c002_00037015_0.jpg|0522_c002_00037015_0.jpg,0.9934
1,0541,1,0541_c001_00055075_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9958
2,0541,2,0541_c002_00053275_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9963
3,0541,3,0541_c003_00051305_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9972
4,0541,4,0541_c004_00051185_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9964
5,0541,5,0541_c006_00051895_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9951
6,0541,6,0541_c008_00051050_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9958
7,0541,7,0541_c009_00051135_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9959
8,0541,8,0541_c010_00051880_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9951
9,0541,9,0541_c011_00051890_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9943
10,0541,10,0541_c013_00055810_0.jpg,0541_c001_00055055_0.jpg|0541_c001_00055055_0.jpg|0541_c003_00051315_0.jpg|0541_c001_00055055_0.jpg,0.9941
1,0543,1,0543_c002_00001550_0.jpg,0543_c002_00001565_0.jpg|0543_c002_00001565_0.jpg|0543_c003_00000350_0.jpg|0543_c002_00001565_0.jpg,0.9968
2,0543,2,0543_c003_00000355_0.jpg,0543_c002_00001565_0.jpg|0543_c002_00001565_0.jpg|0543_c003_00000350_0.jpg|0543_c002_00001565_0.jpg,0.9963
3,0543,3,0543_c004_00000215_0.jpg,0543_c002_00001565_0.jpg|0543_c002_00001565_0.jpg|0543_c003_00000350_0.jpg|0543_c002_00001565_0.jpg,0.9923
4,0543,4,0543_c006_00000920_1.jpg,0543_c002_00001565_0.jpg|0543_c002_00001565_0.jpg|0543_c003_00000350_0.jpg|0543_c002_00001565_0.jpg,0.9896
5,0543,5,0543_c008_00000120_0.jpg,0543_c002_00001565_0.jpg|0543_c002_00001565_0.jpg|0543_c003_00000350_0.jpg|0543_c002_00001565_0.jpg,0.9886
6,0543,6,0543_c009_00000135_0.jpg,0543_c002_00001565_0.jpg|0543_c002_00001565_0.jpg|0543_c003_00000350_0.jpg|0543_c002_00001565_0.jpg,0.9898
7,0543,7,0543_c010_00000850_0.jpg,0543_c002_00001565_0.jpg|0543_c002_00001565_0.jpg|0543_c003_00000350_0.jpg|0543_c002_00001565_0.jpg,0.9887
8,0543,8,0543_c011_00000875_0.jpg,0543_c002_00001565_0.jpg|0543_c002_00001565_0.jpg|0543_c003_00000350_0.jpg|0543_c002_00001565_0.jpg,0.9882
1,0545,1,0545_c002_00017280_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9710
2,0545,2,0545_c003_00015105_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9882
3,0545,3,0545_c004_00014955_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9961
4,0545,4,0545_c006_00015685_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9936
5,0545,5,0545_c008_00014830_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9930
6,0545,6,0545_c009_00014850_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9941
7,0545,7,0545_c010_00015630_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9944
8,0545,8,0545_c011_00015665_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9940
9,0545,9,0545_c016_00010735_0.jpg,0545_c004_00014955_0.jpg|0545_c008_00014825_0.jpg|0545_c004_00014955_0.jpg|0545_c004_00014955_0.jpg,0.9940
1,0546,1,0546_c001_00016910_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9975
2,0546,2,0546_c002_00017345_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9906
3,0546,3,0546_c003_00020385_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9943
4,0546,4,0546_c004_00020355_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9935
5,0546,5,0546_c005_00021020_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9878
6,0546,6,0546_c006_00019740_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9908
7,0546,7,0546_c007_00021155_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9903
8,0546,8,0546_c008_00020615_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9898
9,0546,9,0546_c009_00020520_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9883
10,0546,10,0546_c010_00019865_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9894
11,0546,11,0546_c011_00019685_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9901
12,0546,12,0546_c012_00016535_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9898
13,0546,13,0546_c013_00016620_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9894
14,0546,14,0546_c015_00014980_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9892
15,0546,15,0546_c017_00015860_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9892
16,0546,16,0546_c019_00015605_0.jpg,0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg|0546_c001_00016915_0.jpg,0.9886
1,0554,1,0554_c002_00017665_1.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9487
2,0554,2,0554_c003_00020860_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9867
3,0554,3,0554_c004_00020845_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9853
4,0554,4,0554_c005_00021555_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9829
5,0554,5,0554_c006_00019865_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9862
6,0554,6,0554_c007_00021690_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9842
7,0554,7,0554_c008_00021085_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9826
8,0554,8,0554_c009_00020995_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9820
9,0554,9,0554_c010_00020055_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9844
10,0554,10,0554_c011_00019790_0.jpg,0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg|0554_c003_00020850_0.jpg,0.9837
1,0588,1,0588_c001_00060430_0.jpg,0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg,0.9971
2,0588,2,0588_c012_00061010_0.jpg,0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg,0.9937
3,0588,3,0588_c013_00060870_0.jpg,0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg,0.9932
4,0588,4,0588_c014_00062350_0.jpg,0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg,0.9913
5,0588,5,0588_c015_00062195_0.jpg,0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg,0.9881
6,0588,6,0588_c016_00063120_0.jpg,0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg,0.9876
7,0588,7,0588_c017_00061485_0.jpg,0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg,0.9861
8,0588,8,0588_c019_00061640_0.jpg,0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg|0588_c001_00060410_0.jpg,0.9860
1,0602,1,0602_c001_00024040_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9601
2,0602,2,0602_c002_00024415_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9639
3,0602,3,0602_c003_00027235_1.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9639
4,0602,4,0602_c004_00027200_1.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9692
5,0602,5,0602_c005_00028175_2.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9700
6,0602,6,0602_c006_00026435_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9705
7,0602,7,0602_c007_00028295_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9763
8,0602,8,0602_c008_00027550_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9747
9,0602,9,0602_c009_00027445_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9740
10,0602,10,0602_c010_00026535_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9732
11,0602,11,0602_c011_00026385_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9733
12,0602,12,0602_c012_00023580_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9732
13,0602,13,0602_c013_00023625_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9724
14,0602,14,0602_c014_00033010_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9730
15,0602,15,0602_c015_00022160_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9718
16,0602,16,0602_c016_00021875_0.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9707
17,0602,17,0602_c017_00033950_1.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9705
18,0602,18,0602_c019_00022775_1.jpg,0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg|0602_c007_00028335_0.jpg,0.9700
